,tweet,label
3590,india fight corona india register high recovery single day NUM co vid patient recover last NUM hr india ’ case fatality rate global average NUM stand NUM today detail stay safe,real
3591,global vaccine facility engage NUM country first therapy severe co vid – dexamethasone scale dozen promise therapy analysis,real
3592,best suggestion corona virus pm india world helth organisation medical science every corona virus infect person scan ultra violet ray ultra virus ray germ killer virus killer,fake
3593,multiple facebook post share hundred time claim “ virus harm kill people ” “ harm death ” cause virus attribute overreaction weaken dysfunctional immune system,fake
3594,‘ receive complaint passenger depart nigeria airline reject co vid negative result accredit private labs case escalate amp update provide shortly,real
3595,weed slang cannabis plant kill coronavirus,fake
3596,hcps mother unable initiate breastfeeding hospital due co vid may still able lactate amp breastfeed help learn support family relactation,real
3597,everyone react differently stressful situation like co vid may feel anxiousness anger sadness overwhelm love one feeling overwhelm get support NUM NUM call NUM NUM NUM NUM text talkwithus NUM learn,real
3598,india fight corona less NUM NUM active case ventilator NUM icu less NUM oxygen support,real
3599,visit stay date late covid data state county warn system focus NUM key metric infection rate positive test rate icu headroom use contact trace data update every NUM day sure check back regularly,real
3600,base today even co vid update total NUM co vid case report last NUM hour india co vid co vid co vid co vid india co vid update coronavirus corona update coronavirus india coronavirus update coronavirus pandemic,real
3601,NUM february trump state covid flu like flu,fake
3602,president trump want base donate coronavirus stimulus check election campai� donald trump,fake
3603,another NUM people test positive coronavirus die hospital england bring total confirmed death hospital NUM nh england say follow story live backhand index point,real
3604,india NUM co vid vaccine trial underway dcgi permit serum institute india sii conduct phase NUM trial vaccine develop oxford university india,real
3605,health secretary say “ window closing ” get coronavirus control,fake
3606,claim rep alexandria ocasio cortez tweet u governor extend covid NUM restriction business “ november election ”,fake
3607,pleased announce inclusion general hospital onitsha anambra ncdc molecular laboratory network currently NUM laboratory capacity test co vid ncdc lab network take responsibility,real
3608,wear mask wear mask public set especially difficult stay NUM foot away others live household learn,real
3609,coroanvirus northern ireland see tight restriction tomorrow,real
3610,alien takeover trump politician coronavirus donald trump alien coronavirus ufo politician,fake
3611,man worry coronavirus still ’ gotten flu shot,fake
3612,ema endorses use dexamethasone covid NUM,real
3613,video people italy offer namaz street due covid NUM,fake
3614,news article say russian president vladimir putin support u president donald trump stop funding world health organization putin say evil terminate,fake
3615,co vid transmission may include viral particle remain airborne long previously understood,real
3616,indian police mistreat positive coronavirus patient,fake
3617,ratan tata view indian economy bounce back economic downfall due current covid NUM situation,fake
3618,’ use milk tear gas ocular care guidance pandemic,real
3619,today NUM pm total NUM people recover co vid across india co vid co vid co vid co vid co vid india co vid update coronavirus corona update coronavirus india coronavirus update coronavirus pandemic,real
3620,NUM minor admit covid NUM infanta sofía hospital madrid three talavera hospital,fake
3621,russia deploy hundred lion maintain lockdown order go viral,fake
3622,blogger say vatican report pope francis test negative coronavirus second test come back positive,fake
3623,�america vaccinate cattle coronavirus year yet news tell new gunna kill go buy mask �,fake
3624,since last sunday NUM report test arizona come back positive right next door new mexico NUM test come back positive,real
3625,death also lowest level since last monday probably something weekend hangover effect today test death data look april NUM NUM number also depress pop back state clear report backlog,real
3626,cardiac mri scan show NUM big NUM athlete test positive covid also myocarditis,real
3627,news ‘ laughter best medicine ’ explain boris ‘ covid strategy joke ’,fake
3628,also find death data make difficult interpret metric major change rt unclear change case death death data still important consider separate metric work,real
3629,coronavirus half covid NUM patient experience ongoing fatigue study find,real
3630,corticosteroid list model list essential medicine readily available globally low cost,real
3631,today chart increase NUM state elevate risk open NUM state moderate risk open chart decrease NUM state reduce risk opening go find state,real
3632,washington state doh note long report covid NUM death weekend start today weekend covid NUM death state include monday tuesday count,real
3633,‘ co vid present mild symptom make difficult differentiate illness malaria way diagnosis test advice nigerian self report notice know symptom ’ take responsibility,real
3634,texas move top NUM total number covid NUM death state report year washington hit hard early fall top NUM,real
3635,first city world conquers covid NUM chlorine dioxide mayor autonomous city san jose bolivia take brave step use chlorine dioxide first cure whole city mayor germain hero,fake
3636,announced expansion agreement additional NUM million support late stage clinical development mrna NUM include execution NUM participant phase NUM study u read,real
3637,take action slow spread co vid wear cloth face cover public space keep least NUM foot physical distance amp frequently wash hand make cloth face cover shirt scarf cloth napkin learn,real
3638,singapore airline haults flight due coronavirus outbreak,fake
3639,yesterday laboratory complete NUM test NUM test people manage isolation quarantine routine test either day NUM NUM stay brings total number test complete date NUM,real
3640,coronavirus pandemic dramatically slow stopped immediate widespread use high dos vitamin c,fake
3641,coronavirus labour leader sir keir starmer self isolate household member show covid NUM symptom,real
3642,goi follow phase wise unlocking activity goi issue sop preventive measure contain spread co vid skill entrepreneurship train institution higher educational institution conduct doctoral course amp post graduate study NUM NUM,real
3643,total number confirm case NUM number report world health organization one new zealand receive hospital level care covid NUM,real
3644,photo share thousand time facebook claim show throat novel coronavirus patient,fake
3645,people italy thrown money road outside say money useless save death well spend service help needy lesson humanity,fake
3646,one important piece context large test number know least NUM state include antigen test report may help explain rise number,real
3647,canada criminalize cv NUM measure require mask distance quarantine vaccine �,fake
3648,coronavirus patient bite doctor jugular usa,fake
3649,say covid NUM totally harmless NUM case deaths hospitalization grow list ailment hit people even mild case number say ’ wrong coronavirus,fake
3650,NUM NUM people hospitalize co vid georgia march NUM age NUM high risk medical condition social distancing important protect everyone learn,real
3651,photo go viral social medium show military convoy transport people die covid NUM pandemic italy,fake
3652,union health ministry reiterate country community transmission stage coronavirus inaugural event india global week NUM pm narendra modi invite world invest india amid ongoing pandemic coronavirus coronavirus fact,fake
3653,coronavirus update round pushpin total co vid case india september NUM NUM right arrow NUM cure discharge migrate NUM right arrow NUM active case NUM right arrow NUM death NUM total covid NUM confirm case cure discharge migrate active case death stay safe,real
3654,post social medium claim people vaccinate flu last NUM year test positive covid NUM,fake
3655,national number people currently hospitalize covid NUM still climb even without data big outbreak florida last week fl say current hospitalization data way ’ see report yet,real
3656,several new treatment amp isolation centre operationalised across nigeria increase bed capacity NUM commend state governor activation emergency operation centre establishment treatment centre amp delivery risk communication,real
3657,one new zealand receive hospital level care covid NUM ​ total number confirm case covid NUM remain NUM number report world health organization,real
3658,amid chaos problem cause covid NUM hope physician would get break complicated payment reporting program alas…,real
3659,shave beard protect new coronavirus,fake
3660,hit campaign trail person due covid NUM — instead ’ travel across country home delaware head instagram catch today ’ trip florida mobile phone arrow,fake
3661,sir ganga ram hospital direct patient stay home n treat urself implies delhi govt miserably fail administrative responsibility provide health care n leave delhites fate must sack n lg take charge u agree,fake
3662,coronavirus patient experience chronic fatigue,real
3663,february bring together hundred scientist researcher identify research priority march launch solidarity trial find answer fast therapeutic effective co vid,real
3664,thread NUM ncdc aware recent outcome uk government fund clinical trial covid NUM result support use dexamethsaone possible treatment reduce risk death among covid NUM patient require oxygen mechanical ventilation,real
3665,video muslim violate lockdown condition old city hyderabad,fake
3666,NUM hour lockdown telangana state tuesday,fake
3667,homeopathic drug ‘ arsenicum album NUM ’ prevention coronavirus infection message claim ayush ministry india suggest take arsenicum album NUM homeopathic medicine three day avoid infect coronavirus,fake
3668,suit struggle drive economy amp manage fund pre covid NUM baselessly recklesslly spent hard earn tax payer money already loot rbi beg fund imf psbs loot kin psbs chairman ₹ NUM lend NUM,fake
3669,daily update publish per usual number today lower earlier week state report NUM k test NUM k new case NUM death NUM day average daily death NUM back early june,real
3670,covid NUM kill people weak immune system bad doctor �,fake
3671,news doctor warn loss sense taste cause coronavirus result people buy nickelback album,fake
3672,total number confirm case covid NUM NUM number report world health organization ​ one new zealand receive hospital level care covid NUM,real
3673,four kid take coronavirus vaccine die immediately �,fake
3674,though NUM state provide form racial data early work ’ identify key failing current state reporting important problem detail,real
3675,man week long social medium break wonder one awesome buffet social distancing coronavirus,fake
3676,approve home remedy make pepper ginger juice honey cure covid NUM,fake
3677,china communist government create novel coronavirus laboratory release world deadly bioweapon,fake
3678,news nobody north watford catch coronavirus hard,fake
3679,sir fact people take much advantage pandemic local store big company day day frustration hike peak job less salary monthly emis inflation still hop best would grateful l part team amp work u,fake
3680,steam kill virus nose throat eradicate coronavirus,fake
3681,response government nurse staff civil hospital regard safety security due people telangana suffer seasonal cold cough fever worry go hospital due covid NUM telangana government think situation solve problem soon possible kcr fail telangana bang aru telangana,fake
3682,russia ’ president vladimir putin claim country develop first coronavirus vaccine namely sputnik v india record NUM new case take country ’ overall confirm case tally NUM lakh co vid russian vaccine vaccin coronavirus,fake
3683,kia os vincent sorry issue app please call ministry health team NUM NUM NUM email query feedback app tracingapp feedback govt nz,real
3684,pope francis die coronavirus,fake
3685,last NUM week july NUM k u child test positive covid NUM student head back classroom student log virtual learning due new infection among student teacher read,real
3686,coronavirus london could face fresh restriction mayor new plan,real
3687,case news coronavirus maturín city,fake
3688,mouthwash could help fight covid along bad breath,real
3689,might happen become long term unemployed due co vid previous experience show work NUM yr fair call say reduces chance find work NUM qanda fact check,fake
3690,remain one person receive hospital level care covid NUM middlemore icu ⁣ ⁣ yesterday laboratory complete NUM test bring total number test complete date NUM co vid nz co vid,real
3691,official mask combat novel coronavirus release,fake
3692,NUM pm update publish u test least NUM people NUM yesterday total note track test state report state report negative test detail see,real
3693,recipe genuine basic anti virus punch hopefully give mr mean covid NUM one two punch echinacea,fake
3694,public health professional need co vid resource share check cdc ’ one stop shop covid NUM resource range youth sport travel,real
3695,india fight corona india scale new peak daily test NUM lakh co vid test conduct last NUM hour positivity rate come NUM,real
3696,late co vid view report show influenza like illness decline remains elevate however co vid severity indicator hospitalization death increase see additional data,real
3697,man see viral image covid NUM patient fell love lady doctor two get engage hospital egypt,fake
3698,per caput testing rate vary extremely widely among u state context metric germany NUM test per NUM k people south korea NUM test per NUM k people uk NUM test per NUM k people draw number story,real
3699,solidarity need provide joint solution co vid pandemic covax globe show Europe Africa vaccines facility critical mechanism joint procurement amp pool risk across multiple vaccine send envelope arrow every member state encouraging join,real
3700,first case report today man NUM arrive new zealand july NUM philippine via hong kong manage isolation rydges rotorua test negative covid NUM around day NUM stay,real
3701,forty nine new case co vid report NUM lagos NUM fct NUM kano NUM ogun NUM oyo NUM ekiti NUM NUM pm NUM th april NUM confirm case co vid report nigeria discharge NUM death NUM take responsibility,real
3702,cctv man throw currency note petrol pump navsari tv NUM news,fake
3703,coronavirus NUM new case day report england first week september,real
3704,israeli scientist migal research institute develop vaccine covid NUM,fake
3705,coronavirus donald trump ignore covid NUM rule reckless selfish indoor rally,real
3706,say covid NUM remain air eight hour everyone require wear mask “ everywhere ”,fake
3707,kalonji NUM per cent hydroxychloroquine hence effective treat coronavirus infection,fake
3708,NUM new symptom add list symptom associate covid NUM along fever cough shortness breathe add chill repeat shake chill muscle pain headache sore throat new loss taste smell,real
3709,woman self isolate wellington region confident best place right family ask privacy respect,real
3710,smoker likely develop severe disease co vid compare non smoker speak ’ digital health worker florence build quit plan today backhand index point right,real
3711,patient critically ill severe co vid high risk develop die sepsis backhand index point right,real
3712,video show dead coronavirus victim amass bergamo brescia hospital,fake
3713,pm think time public tell truth origin virus please u suspect biological weapon create chinese lab please come clean everyone know serious crisis amp unite amp fight co vid,fake
3714,backhand index point right medscape poll feel burn since co vid crisis begin,real
3715,prolong use mask cause hypoxia,fake
3716,president trump ask would catch coronavirus donald trump coronavirus,fake
3717,probably want compute positive state data,real
3718,say gov tony evers administration deem dentist non essential,fake
3719,update today NUM new case covid NUM report manage isolation facility new zealand ​ ​ NUM day since last case covid NUM acquire locally unknown source,real
3720,dyk sign symptom sepsis love one infection ’ get well get bad act fast get medical care immediately sam,real
3721,late cdc co vid view show people NUM high rate covid NUM hospitalization protect people risk serious illness take recommended action slow spread co vid learn help,real
3722,NUM new case co vid nigeria lagos NUM kwara NUM osun NUM fct NUM enugu NUM abia NUM kaduna NUM plateau NUM river NUM delta NUM gombe NUM ogun NUM oyo NUM katsina NUM bauchi NUM NUM confirm NUM discharge NUM death,real
3723,also intense competition sample confirm covid NUM case new vendor validate test need nationwide clearinghouse sample test,real
3724,coronavirus update round pushpin total co vid case india september NUM NUM play button NUM cure discharge migrate NUM play button NUM active case NUM play button NUM death NUM total covid NUM confirm case cure discharge migrate active case death,real
3725,whole reason california switch people test test perform trouble figure assign test patient really doubt ever see number,real
3726,breakdown case state real time please see currently lagos NUM fct NUM ogun NUM ekiti NUM oyo NUM edo NUM bauchi NUM total NUM confirm case co vid nigeria,real
3727,partner support NUM candidate co vid vaccine make available covax facility successful NUM clinical trial ’ also discussion NUM promising vaccine,real
3728,people color may immune coronavirus melanin �,fake
3729,gov andrew cuomo “ simply say share NUM percent excess non use ventilator help people part state voluntary basis would great course reaction positive,fake
3730,india around NUM lakh individual recover covid NUM far human trial oxford astrazeneca covid NUM vaccine conduct five site across country final phase co vid coronavirus,fake
3731,india fight corona round pushpin mha issue new guideline pushpin unlock open activity outside containment zone check mark button strict enforcement lockdown containment zone till NUM th september NUM detail stay safe india win,real
3732,three video view ten thousand time multiple post facebook alongside claim show people die contract novel coronavirus india,fake
3733,rt skin skin care early exclusive breastfeeding help baby thrive woman covid NUM supported…,real
3734,daily update publish ’ track NUM million test NUM k yesterday new time high state report NUM k new test detail see,real
3735,come week ’ go ask state address problem others sure arise important data available useful standardized way,real
3736,result per protocol test close contact within manage facility woman retested day NUM test positive ​⁣ ​⁣ case bring total number confirm case NUM number report ​⁣,real
3737,NUM million people contract tuberculosis last year NUM million people die even know scared life wear mask close economy cancel school ruin small business medium ’ tell afraid,fake
3738,whether test positive negative co vid still take preventive measure protect others learn,real
3739,say chinese communist party finally admit real source coronavirus lab wuhan link covert biological weapon program,fake
3740,india play critical role provide coronavirus vaccine world anthony fauci coronavirus co vid vaccine,fake
3741,coronavirus update india fight corona india ’ co vid recovery rate climb NUM,real
3742,total number active case new zealand ’ manage isolation quarantine facility NUM unchanged yesterday,real
3743,virology laboratory federal medical centre owo ondo state include national co vid molecular laboratory network bring total number laboratory national network NUM progress gombe take responsibility,real
3744,total number confirm case covid NUM NUM number report woman NUM travel afghanistan via dubai arrive july NUM flight ek NUM dubai auckland,real
3745,covid NUM man insist die look good death coronavirus co vid,fake
3746,nh service put risk lack co vid test force many staff self isolate could work nhs provider represent nhs trust leader say recovery service jeopardy read,real
3747,NUM july NUM pm NUM active co vid case vadodara district gujarat co vid co vid co vid corona update coronavirus india coronavirus update coronavirus co vid update,real
3748,also extensive look release specific difficulty project face try compile comparable data NUM different jurisdiction florida report much data almost state territory still problem abound,real
3749,NUM people die hyderabad india due NUM coronavirus,fake
3750,people scotland ban visit household indoors tough new restriction go announced england get new measure scotland,real
3751,drink alcohol kill coronavirus,fake
3752,rt india first co vid vaccine candidate covaxin trade mark get approval human trial jointly develop …,real
3753,india record NUM new infection sixth consecutive day country ’ total confirm case count stand NUM lakh union minister dharmendra pradhan former karnataka cm siddaramaiah test positive coronavirus infection coronavirus update,fake
3754,late cdc co vid view report show percentage death attribute co vid increase june NUM july NUM first multi week increase report since mid april however indicator since decline,real
3755,wuhan impose second lockdown resurgence covid NUM case,fake
3756,rt india fight corona around NUM active case concentrate NUM affect state NUM state a…,real
3757,factor favor noninvasive ventilation include stably high oxygen requirement normal mental status ward location care moderate severe covid NUM,real
3758,allege bot system twitter control right wing spain uncover mistake,fake
3759,message claim angel broking go bankrupt oil price go negative due coronavirus lockdown around world,fake
3760,coronavirus update india fight corona NUM th successive day NUM lakh test co vid NUM hour NUM day move average daily test significantly improve around NUM lakh NUM th july around NUM lakh NUM th aug,real
3761,thanks ben raise hand alert level NUM moment new zealander return form normal cabinet meet tomorrow decide move alert level NUM,real
3762,another family member finance employee also test positive still one probable case covid NUM community also link recent outbreak,real
3763,india fight corona expert committee vaccine administration chairmanship dr v k paul meet NUM th august consider logistics amp ethical aspect procurement amp administration co vid vaccine,real
3764,audio file allege worker health institution rio de janeiro say healthcare worker public institution rio force state whether patient covid NUM even see doctor allegedly do artificially inflate number case,fake
3765,increase test ’ reason surge coronavirus case — donald trump fail leadership,fake
3766,public broadcast rtve publish map coronavirus case spain fact map penis average size different region,fake
3767,today ’ three new case NUM additional recover case total number active case NUM NUM import case miq facility NUM community case,real
3768,ncdc news ‘ nigeria centre disease control warn nigerian beware scammer pose centre defraud unsuspecting citizen ’ bookmark tab read,real
3769,NUM old high risk get seriously ill coronavirus learn take step protect slow spread co vid,real
3770,till today chennai total NUM co vid case NUM currently active tamilnadu co vid co vid co vid corona update coronavirus india coronavirus update coronavirus co vid update,real
3771,alfalfa cure covid NUM,fake
3772,virus go away complacent director public health blackpool dr arif rajpura say concern rise co vid rate part lancashire need make sure follow guidance late,real
3773,march NUM NUM u state NUM u territory report community spread coronavirus covid NUM thirteen state report co vid case “ widespread ” see cdc ’ map stay date happen state,real
3774,india fight corona NUM nd september NUM india recovery rate stand NUM secretary stay safe india win co vid,real
3775,picture man wear helmet sit pothole road uttar pradesh target uttar pradesh government,fake
3776,NUM healthcare worker die covid NUM lead mexico u med twitter,real
3777,per unlock school college educational amp coaching institution remain closed till NUM july NUM online distance learn shall continue permit co vid co vid co vid corona update coronavirus india,real
3778,censor dr li meng yan claim covid bio engineer red c via,fake
3779,daily new case continue drift slightly slightly low today state report NUM k case slightly last thursday,real
3780,doctor recover covid NUM quckly inhale steam every day,fake
3781,look number test per NUM people state,real
3782,help stop co vid pandemic report NUM march impact intervention coronavirus mortality healthcare demand adapt amazing science journal teen article Japanese symbol beginner read full article,real
3783,nsw australia co vid positive chinese woman catch camera spit banana suburban supermarket isolated incident chinese national communist party loyalist pay instructed government,fake
3784,writer see book sale soar coronavirus spread duncan whitehead coronavirus,fake
3785,rt case per million country NUM compare world average NUM case per million secretary …,real
3786,loudspeaker coronavirus update round pushpin co vid india tracker NUM september NUM NUM NUM right arrow confirm case NUM right arrow recover NUM NUM thumbs right arrow active case NUM NUM right arrow death NUM NUM india fight corona india win stay safe via,real
3787,therapeutic first proven therapy severe co vid dexamethasone announce june support therapeutic accelerator arm currently scale,real
3788,whenever case covid NUM find manage isolation facility ’ assess may close contact airport cctv footage review since NUM june test airport staff part contact trace process,real
3789,update miq number currently NUM people manage isolation quarantine current effective capacity NUM give u excess capacity NUM next week project NUM arrival NUM departures facility,real
3790,result cooperation NUM today lab register new test NUM congregation NUM NUM people,real
3791,covid NUM metric probable case one complex data point take close look official guideline number date turn interesting detail,real
3792,muslim tamil nadu india flout lockdown rule offer namaz prayer night,fake
3793,wwn brings groundbreaking reportage government formation coronavirus brexit amp climate change support wwn get bonus content,fake
3794,moderate amp severe co vid case treat either dedicate co vid hospital dedicate co vid health centre wherein less NUM case icus NUM case ventilator NUM case oxygen bed NUM NUM pm,real
3795,pcr test also detect common cold virus,fake
3796,rt people never develop co vid symptom also pass virus others still clear extent occu…,real
3797,last NUM hour protocol regard mask mask use healthcare worker caretaker people sick symptom like fever cough �,fake
3798,coronavirus weapon fell sky united state fight china,fake
3799,NUM new case co vid nigeria lagos NUM fct NUM bayelsa NUM river NUM delta NUM oyo NUM kaduna NUM imo NUM enugu NUM kwara NUM gombe NUM ondo NUM bauchi NUM ogun NUM borno NUM benue NUM NUM confirm NUM discharge NUM death,real
3800,video fire erupt inside vehicle view hundred time facebook twitter message app line march NUM alongside claim show explosion spark alcohol base disinfectant use novel coronavirus pandemic,fake
3801,severity covid NUM case surabaya indonesia cause global elite conspiracy,fake
3802,news man spend last six week inside play animal crossing inform coronavirus lockdown,fake
3803,national current covid NUM hospitalization number go today also ’ go much last day ’ really know much number affect change report guideline several day,real
3804,almost NUM million co vid case two third case globally NUM country almost half case report far three country,real
3805,covax facility agree international mechanism ensure equitable global access co vid vaccine ’ solidarity action covax guarantee access world ’ large portfolio vaccine candidate,real
3806,coronavirus u pass grim milestone NUM death,real
3807,rt india fight corona india exponentially scale test one january NUM lakh day august NUM …,real
3808,video muslim man spit police spread coronavirus take custody,fake
3809,coronavirus update mortality analysis age wise NUM death belong NUM year age group NUM death belong NUM NUM year age group NUM death belong NUM NUM year age group gender wise NUM death among men NUM death among woman,real
3810,people wuhan lock inside house try escape building fire,fake
3811,guess child risk unless underlie medical issue �,fake
3812,italian pm say country surrender covid NUM pandemic,fake
3813,rt wear mask mean ’ practice social distance answer wear mask public a…,real
3814,georgia also report record high case almost NUM NUM day average case nearly triple since late may hospitalization also go right back fall may june,real
3815,entirely clear record number new case translate death covid NUM complicate,real
3816,trump university research coronavirus vaccine health coronavirus research trump university,fake
3817,chinese president xi jinping visit mosque amid coronavirus outbreak ask people muslim community pray present crisis,fake
3818,covid NUM update two new case covid NUM report manage isolation facility new zealand today ​ ​ NUM day since last case covid NUM acquire locally unknown source,real
3819,help slow spread co vid wear cloth face cover wash hand stay NUM foot away others habit add layer protection,real
3820,daily update publish ’ track NUM million test NUM k yesterday note track test state report important caveat detail see,real
3821,another NUM new coronavirus case confirm uk high daily number since NUM may NUM new case report friday overall total nationwide stand NUM read late,real
3822,record NUM NUM new infection report india single day take country ’ total confirm case five lakh view rise number infection jharkhand government extends lockdown till NUM july co vid coronavirus fact,fake
3823,pm operation moonshot plan do say chinese company behind new NUM minute covid NUM test,real
3824,rt practice everyday food safety co vid clean fruit amp vegetable home gently rinse cold runni…,real
3825,boris johnson say long fear second wave pandemic arrive uk new case coronavirus england estimate double past week,real
3826,india fight corona regularly engage state uts exhibit either sudden surge co vid case high caseload reporting high mortality district stay safe india win detail,real
3827,NUM NUM pm NUM th april correct breakdown case state follow lagos NUM fct NUM kano NUM osun NUM oyo NUM edo NUM ogun NUM kwara NUM katsina NUM bauchi NUM kaduna NUM akwa ibom NUM delta NUM ekiti NUM ondo NUM enugu NUM river NUM niger NUM benue NUM anambra NUM,real
3828,NUM aug NUM NUM NUM pm tamilnadu test NUM person NUM sample co vid co vid co vid co vid co vid co vid india co vid update coronavirus corona update coronavirus india coronavirus update coronavirus pandemic,real
3829,show county co vid spread rapidly june amp july infection activity amp event community increase since may slow spread community wear mask public stay NUM foot apart amp wash hand often,real
3830,two third national covid NUM death report south today northeast midwest account less NUM report death,real
3831,two cyclist cordoba skip quarantine,fake
3832,NUM every NUM nigerian die co vid NUM year old take precaution protect old relative wear face mask public practicing hand respiratory hygiene amp maintain physical distance NUM metres others take responsibility,real
3833,report number new case low since march NUM —with low positive rate,real
3834,warn coronavirus microchip vaccine,fake
3835,local woman join date apps hope pandemic love story,fake
3836,photo covid NUM infect god treat hindu priest india,fake
3837,pundit say trump default president need stop worrying joe biden donald trump coronavirus,fake
3838,one NUM world population likely protect co vid first year vaccine make available expert tell sky news,real
3839,cdc amp partner work together coordinate genomic sequence virus cause co vid help expert monitor change virus support contact trace advance covid NUM research amp aid diagnostics amp therapeutic see,real
3840,bill gate access dna ownership,fake
3841,big thing update california add NUM k negative test result NUM new positive must report restatement huge change test metric state good news number believe,real
3842,article state NUM police officer test positive covid NUM assist positive migrant,fake
3843,new start immediately next NUM week cdc recommend cancel event NUM people full recommendation co vid,real
3844,hear contact trace sure ’ use health department prevent spread co vid learn slow spread,real
3845,around NUM k heart attack patient england may missed life save hospital treatment due covid NUM accord new study,real
3846,anyone get infection almost infection include co vid lead sepsis educate family download share newly update patient fact sheet sam,real
3847,question co vid find answer question update faq page,real
3848,height covid NUM pandemic new york city first responder face nearly triple number call cardiac arrest,real
3849,kroger corporate say employee wear flag mask wear blm mask,fake
3850,trump “ medically empty cupboard cupboard — say cupboard empty ”,fake
3851,muslim woman shout doctor come coronavirus inspection one place india,fake
3852,paraguay ’ ministry health follow people relate confirmed case coronavirus,fake
3853,“ yesterday conduct high number co vid test amp record high number positive case nigeria also deploy NUM rapid response team support NUM state large deployment resource ever outbreak nigeria ”,real
3854,india fight corona NUM new case concentrate five state also state contribute maximum new recovery maharashtra contribute NUM new case andhra pradesh amp karnataka contribute NUM,real
3855,break nicola sturgeon urge boris johnson call cobra meeting rise coronavirus infection say give serious situation across uk also ask NUM nation cobr meeting take place next NUM hour,real
3856,covid never go away beach today raleigh north carolina �,fake
3857,labor day plan pool beach stay NUM foot away others wear mask water wash hand often help protect friend co vid learn labor day safe,real
3858,state report NUM newly discover case today last week low almost exact match last tuesday new case number,real
3859,NUM NUM pm NUM nd april NUM confirm case NUM discharge NUM death breakdown case state currently lagos NUM fct NUM osun NUM oyo NUM akwa ibom NUM ogun NUM edo NUM kaduna NUM bauchi NUM enugu NUM ekiti NUM river NUM benue NUM,real
3860,britain economy less weak previously expect recent rise covid NUM case could take toll activity bank england say,real
3861,today NUM co vid dedicate hospital thane district maharashtra may refer list co vid co vid coronavirus india coronavirus co vid update,real
3862,“ accord cdc far year florida NUM death covid NUM NUM pneumonia average pneumonia death florida NUM NUM time period NUM ”,fake
3863,coronavirus update state wise detail total confirm co vid case till NUM september NUM NUM right arrow state NUM NUM confirm case right arrow state NUM NUM confirm case right arrow state NUM confirm case right arrow total confirmed case far,real
3864,wear mask public slow spread covid remember mask safety mostly safety people around ’ warrior tip co vid warrior tip stop spread co vid act illustration c,real
3865,rt new case co vid report today update also detail new feature release fo…,real
3866,são paulo city hall schedule coronavirus test phone,fake
3867,NUM new case co vid NUM lagos NUM kano NUM katsina NUM fct NUM borno NUM bauchi NUM nasarawa NUM ogun NUM plateau NUM oyo NUM sokoto NUM river NUM kaduna NUM edo NUM ebonyi NUM ondo NUM enugu NUM imo NUM gombe NUM osun NUM case co vid nigeria discharge NUM death NUM,real
3868,city large dense definition inevitably support explosive viral transmission rather myriad factor create hotspot check community,real
3869,number covid NUM death ceará state brazil fell NUM operation federal police investigate fraud death toll,fake
3870,rt first time number active case reduce NUM last NUM hour NUM total co vid…,real
3871,cientists find cure coronavirus drink bitter gourd juice cause virus fade away two hour make round social medium,fake
3872,NUM people leave manage isolation facility period NUM people contact tested negative covid NUM NUM test leave manage isolation remain NUM tested departure facility,real
3873,situation loudly cry face corona pakistan,fake
3874,cloth face covering may help prevent spread co vid widely use public setting wear face cover help protect around others wear one help protect people around include,real
3875,new modas operandi currency note lie unclaimed road trigger panic hira nagar area indore city emerge one prime co vid india hotspot country,fake
3876,covid NUM pandemic set meeting NUM sponsor bill melinda gate foundation,fake
3877,state report NUM new death trend slightly reminder chart include NUM k probable confirm covid NUM death report new york city yet new york state,real
3878,recent storm impair florida ’ ability test therefore confirm case also large gap open total number test state reporting number unique people test report latter,real
3879,arizona NUM new co vid case day,real
3880,NUM new case co vid nigeria lagos NUM plateau NUM river NUM ebonyi NUM abia NUM ogun NUM fct NUM osun NUM katsina NUM kaduna NUM ekiti NUM taraba NUM edo NUM anambra NUM akwa ibom NUM kano NUM NUM confirm NUM discharge NUM death,real
3881,NUM million chinese convert islam coronavirus affect muslim,fake
3882,rt find important co vid info – social distancing effective cleaning maintain mental health – covid …,real
3883,despite ease lockdown start NUM th may critical nigerian adhere measure prevent co vid spread eight ’ clock daily curfew NUM pm NUM face medical mask mandatory use mask mosque ban social amp religious gathering trolleybus restrict inter state travel share widely,real
3884,phase NUM trial bharat biotech covaxin start lucknow gorakhpur dr amish pathak covid NUM today ig channel co vid co vid india pandemic,fake
3885,death road france july death covid NUM,fake
3886,coronavirus update co vid testing status update state NUM sample test upto september NUM NUM NUM sample test september NUM NUM stay safe india win,real
3887,priority save life protect health first minister scotland nicola sturgeon warn coronavirus case rise country “ tip point ” get late new restriction,real
3888,kenya NUM general election postpone five year NUM government use election budget fight coronavirus,fake
3889,indian army rajasthan prepare NUM bed facility keep coronavirus patient facility icu ventilator well,fake
3890,people panic covid NUM case dakar airport,fake
3891,today visit south florida national hotspot covid NUM case ’ look fact check recent statement pandemic include falsehood NUM “ totally harmless ”,fake
3892,god open admission use covid NUM bioweapon,fake
3893,new vaccine help cure coronavirus three hour,fake
3894,support maldives Maldives technical training tool help country trace co vid patient contact key contact trace spiral notepad mechanism national covid NUM operation backhand index point right impact,real
3895,mike penny introduces program cure coronavirus carrier conversion therapy,fake
3896,coronavirus update round pushpin india achieves record number NUM co vid test single day august NUM NUM india fight corona stay safe india lwin,real
